,zpid,detailUrl,price,address,addressStreet,addressCity,addressState,addressZipcode,zestimate,info2String,info6String,streetViewMetadataURL,streetViewURL,isPropertyResultCDP,builderName,lotAreaString,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Neighborhood
886,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2020.0,$240.9K,$241.9K,$246.2K,$248.3K,$242.8K,$247K,$247.6K,$247.7K,$248.6K,$251K,$254.7K,$257.8K,Windsor
887,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2020.0,$240.9K,$241.9K,$246.2K,$248.3K,$242.8K,$247K,$247.6K,$247.7K,$248.6K,$251K,$254.7K,$257.8K,Windsor
888,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2020.0,$240.9K,$241.9K,$246.2K,$248.3K,$242.8K,$247K,$247.6K,$247.7K,$248.6K,$251K,$254.7K,$257.8K,Windsor
889,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2019.0,$231.9K,$231.4K,$230.2K,$231.7K,$230.2K,$230.8K,$232.3K,$230.9K,$239.7K,$235.5K,$233.4K,$235.6K,Windsor
890,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2019.0,$231.9K,$231.4K,$230.2K,$231.7K,$230.2K,$230.8K,$232.3K,$230.9K,$239.7K,$235.5K,$233.4K,$235.6K,Windsor
891,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2019.0,$231.9K,$231.4K,$230.2K,$231.7K,$230.2K,$230.8K,$232.3K,$230.9K,$239.7K,$235.5K,$233.4K,$235.6K,Windsor
892,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2019.0,$231.9K,$231.4K,$230.2K,$231.7K,$230.2K,$230.8K,$232.3K,$230.9K,$239.7K,$235.5K,$233.4K,$235.6K,Windsor
893,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2019.0,$231.9K,$231.4K,$230.2K,$231.7K,$230.2K,$230.8K,$232.3K,$230.9K,$239.7K,$235.5K,$233.4K,$235.6K,Windsor
894,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2019.0,$231.9K,$231.4K,$230.2K,$231.7K,$230.2K,$230.8K,$232.3K,$230.9K,$239.7K,$235.5K,$233.4K,$235.6K,Windsor
895,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2018.0,$215.1K,$216.6K,$219.9K,$223.6K,$224K,$224.9K,$226.1K,$227.1K,$229.4K,$230.7K,$230.3K,$232.3K,Windsor
896,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2018.0,$215.1K,$216.6K,$219.9K,$223.6K,$224K,$224.9K,$226.1K,$227.1K,$229.4K,$230.7K,$230.3K,$232.3K,Windsor
897,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2018.0,$215.1K,$216.6K,$219.9K,$223.6K,$224K,$224.9K,$226.1K,$227.1K,$229.4K,$230.7K,$230.3K,$232.3K,Windsor
898,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2018.0,$215.1K,$216.6K,$219.9K,$223.6K,$224K,$224.9K,$226.1K,$227.1K,$229.4K,$230.7K,$230.3K,$232.3K,Windsor
899,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2018.0,$215.1K,$216.6K,$219.9K,$223.6K,$224K,$224.9K,$226.1K,$227.1K,$229.4K,$230.7K,$230.3K,$232.3K,Windsor
900,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2018.0,$215.1K,$216.6K,$219.9K,$223.6K,$224K,$224.9K,$226.1K,$227.1K,$229.4K,$230.7K,$230.3K,$232.3K,Windsor
901,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2017.0,$198.9K,$202.9K,$207K,$206.1K,$208K,$208.7K,$208.5K,$208.5K,$210K,$210.8K,$212.6K,$214.7K,Windsor
902,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2017.0,$198.9K,$202.9K,$207K,$206.1K,$208K,$208.7K,$208.5K,$208.5K,$210K,$210.8K,$212.6K,$214.7K,Windsor
903,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2017.0,$198.9K,$202.9K,$207K,$206.1K,$208K,$208.7K,$208.5K,$208.5K,$210K,$210.8K,$212.6K,$214.7K,Windsor
904,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2017.0,$198.9K,$202.9K,$207K,$206.1K,$208K,$208.7K,$208.5K,$208.5K,$210K,$210.8K,$212.6K,$214.7K,Windsor
905,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2017.0,$198.9K,$202.9K,$207K,$206.1K,$208K,$208.7K,$208.5K,$208.5K,$210K,$210.8K,$212.6K,$214.7K,Windsor
906,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2017.0,$198.9K,$202.9K,$207K,$206.1K,$208K,$208.7K,$208.5K,$208.5K,$210K,$210.8K,$212.6K,$214.7K,Windsor
907,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2016.0,$135.8K,$137K,$136.4K,$138.5K,$138.3K,$187.6K,$189.2K,$190.5K,$191.4K,$192.5K,$194.2K,$195.3K,Windsor
908,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2016.0,$135.8K,$137K,$136.4K,$138.5K,$138.3K,$187.6K,$189.2K,$190.5K,$191.4K,$192.5K,$194.2K,$195.3K,Windsor
909,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2016.0,$135.8K,$137K,$136.4K,$138.5K,$138.3K,$187.6K,$189.2K,$190.5K,$191.4K,$192.5K,$194.2K,$195.3K,Windsor
910,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2016.0,$135.8K,$137K,$136.4K,$138.5K,$138.3K,$187.6K,$189.2K,$190.5K,$191.4K,$192.5K,$194.2K,$195.3K,Windsor
911,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2016.0,$135.8K,$137K,$136.4K,$138.5K,$138.3K,$187.6K,$189.2K,$190.5K,$191.4K,$192.5K,$194.2K,$195.3K,Windsor
912,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2016.0,$135.8K,$137K,$136.4K,$138.5K,$138.3K,$187.6K,$189.2K,$190.5K,$191.4K,$192.5K,$194.2K,$195.3K,Windsor
913,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2015.0,$118.4K,$120.9K,$122.1K,$123.2K,$124K,$124.7K,$126.3K,$127.9K,$129.2K,$130.6K,$131.8K,$133.2K,Windsor
914,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2015.0,$118.4K,$120.9K,$122.1K,$123.2K,$124K,$124.7K,$126.3K,$127.9K,$129.2K,$130.6K,$131.8K,$133.2K,Windsor
915,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2015.0,$118.4K,$120.9K,$122.1K,$123.2K,$124K,$124.7K,$126.3K,$127.9K,$129.2K,$130.6K,$131.8K,$133.2K,Windsor
916,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2015.0,$118.4K,$120.9K,$122.1K,$123.2K,$124K,$124.7K,$126.3K,$127.9K,$129.2K,$130.6K,$131.8K,$133.2K,Windsor
917,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2015.0,$118.4K,$120.9K,$122.1K,$123.2K,$124K,$124.7K,$126.3K,$127.9K,$129.2K,$130.6K,$131.8K,$133.2K,Windsor
918,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2015.0,$118.4K,$120.9K,$122.1K,$123.2K,$124K,$124.7K,$126.3K,$127.9K,$129.2K,$130.6K,$131.8K,$133.2K,Windsor
919,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2014.0,$92.4K,$89.4K,$110K,$110K,$111K,$111.2K,$110.8K,$111.5K,$111.8K,$113.4K,$115.4K,$116.6K,Windsor
920,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2014.0,$92.4K,$89.4K,$110K,$110K,$111K,$111.2K,$110.8K,$111.5K,$111.8K,$113.4K,$115.4K,$116.6K,Windsor
921,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2014.0,$92.4K,$89.4K,$110K,$110K,$111K,$111.2K,$110.8K,$111.5K,$111.8K,$113.4K,$115.4K,$116.6K,Windsor
922,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2014.0,$92.4K,$89.4K,$110K,$110K,$111K,$111.2K,$110.8K,$111.5K,$111.8K,$113.4K,$115.4K,$116.6K,Windsor
923,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2014.0,$92.4K,$89.4K,$110K,$110K,$111K,$111.2K,$110.8K,$111.5K,$111.8K,$113.4K,$115.4K,$116.6K,Windsor
924,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2014.0,$92.4K,$89.4K,$110K,$110K,$111K,$111.2K,$110.8K,$111.5K,$111.8K,$113.4K,$115.4K,$116.6K,Windsor
925,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2013.0,$99.2K,$109.1K,$101.7K,$101.5K,$85.4K,$85.1K,$87.4K,$97.1K,$98K,$102K,$100.8K,$101.9K,Windsor
926,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2013.0,$99.2K,$109.1K,$101.7K,$101.5K,$85.4K,$85.1K,$87.4K,$97.1K,$98K,$102K,$100.8K,$101.9K,Windsor
927,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2013.0,$99.2K,$109.1K,$101.7K,$101.5K,$85.4K,$85.1K,$87.4K,$97.1K,$98K,$102K,$100.8K,$101.9K,Windsor
928,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2013.0,$99.2K,$109.1K,$101.7K,$101.5K,$85.4K,$85.1K,$87.4K,$97.1K,$98K,$102K,$100.8K,$101.9K,Windsor
929,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2013.0,$99.2K,$109.1K,$101.7K,$101.5K,$85.4K,$85.1K,$87.4K,$97.1K,$98K,$102K,$100.8K,$101.9K,Windsor
930,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2013.0,$99.2K,$109.1K,$101.7K,$101.5K,$85.4K,$85.1K,$87.4K,$97.1K,$98K,$102K,$100.8K,$101.9K,Windsor
931,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2012.0,,,,,,,,,,,$97.9K,$100.1K,Windsor
932,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2012.0,,,,,,,,,,,$97.9K,$100.1K,Windsor
933,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2012.0,,,,,,,,,,,$97.9K,$100.1K,Windsor
934,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2012.0,,,,,,,,,,,$97.9K,$100.1K,Windsor
935,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2012.0,,,,,,,,,,,$97.9K,$100.1K,Windsor
936,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2012.0,,,,,,,,,,,$97.9K,$100.1K,Windsor
937,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2011.0,,,,,,,,,,,,,Windsor
938,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2011.0,,,,,,,,,,,,,Windsor
939,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2011.0,,,,,,,,,,,,,Windsor
940,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2011.0,,,,,,,,,,,,,Windsor
941,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2011.0,,,,,,,,,,,,,Windsor
942,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2011.0,,,,,,,,,,,,,Windsor
943,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2010.0,,,,,,,,,,,,,Windsor
944,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2010.0,,,,,,,,,,,,,Windsor
945,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2010.0,,,,,,,,,,,,,Windsor
946,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2010.0,,,,,,,,,,,,,Windsor
947,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2010.0,,,,,,,,,,,,,Windsor
948,13402426,https://www.zillow.com/homedetails/7995-E-Mississippi-Ave-APT-G1-Denver-CO-80247/13402426_zpid/,"$342,900","7995 E Mississippi Avenue  Unit G1, Denver, CO 80247",7995 E Mississippi Avenue  Unit G1,Denver,CO,80247,307600.0,,,,,,,,2010.0,,,,,,,,,,,,,Windsor
949,13046021,https://www.zillow.com/homedetails/8826-E-Florida-Ave-APT-G04-Denver-CO-80247/13046021_zpid/,"$198,000","8826 E Florida Avenue  Unit G04, Denver, CO 80247",8826 E Florida Avenue  Unit G04,Denver,CO,80247,196551.0,,,,,,,,2022.0,$176.3K,$180.2K,$207K,$207.5K,$208.7K,$207.2K,$201.9K,$194.5K,$192.4K,$192K,$197.8K,,isUndisclosedAddress
950,13046021,https://www.zillow.com/homedetails/8826-E-Florida-Ave-APT-G04-Denver-CO-80247/13046021_zpid/,"$198,000","8826 E Florida Avenue  Unit G04, Denver, CO 80247",8826 E Florida Avenue  Unit G04,Denver,CO,80247,196551.0,,,,,,,,2021.0,$162.8K,$167K,$168.8K,$176K,$183.5K,$179.4K,$175.9K,$173.4K,$171.1K,$171.4K,$172.8K,$173.1K,isUndisclosedAddress
951,13046021,https://www.zillow.com/homedetails/8826-E-Florida-Ave-APT-G04-Denver-CO-80247/13046021_zpid/,"$198,000","8826 E Florida Avenue  Unit G04, Denver, CO 80247",8826 E Florida Avenue  Unit G04,Denver,CO,80247,196551.0,,,,,,,,2020.0,$161.4K,$159.1K,$160.7K,$162.6K,$165.8K,$166.5K,$143.4K,$139K,$141.4K,$152.8K,$157.4K,$159.3K,isUndisclosedAddress
952,13046021,https://www.zillow.com/homedetails/8826-E-Florida-Ave-APT-G04-Denver-CO-80247/13046021_zpid/,"$198,000","8826 E Florida Avenue  Unit G04, Denver, CO 80247",8826 E Florida Avenue  Unit G04,Denver,CO,80247,196551.0,,,,,,,,2019.0,$131.1K,$130.7K,$134.1K,$132.4K,$133.1K,$160.7K,$163.8K,$160.3K,$164K,$164.3K,$163.4K,$164K,isUndisclosedAddress
953,13046021,https://www.zillow.com/homedetails/8826-E-Florida-Ave-APT-G04-Denver-CO-80247/13046021_zpid/,"$198,000","8826 E Florida Avenue  Unit G04, Denver, CO 80247",8826 E Florida Avenue  Unit G04,Denver,CO,80247,196551.0,,,,,,,,2018.0,$126.5K,$126.8K,$130.3K,$129.9K,$132.6K,$131.1K,$130.2K,$133.8K,$132.5K,$129.8K,$137.6K,$130.7K,isUndisclosedAddress
